begin,day,end,fRadarDirect,fRadarElevation,fRadarHeight,fRadarLat,fRadarLng,fSystemWuchaE,fSystemWuchaR_L,fSystemWuchaR_M,fSystemWuchaR_S,month,nDPLLen,nDaCf,nFileType,nMtdLenth,nRadarIndex,nRadarType,nSaveDplLen,nVersion,rdDplNum,rdRnum,rdanum,rdfuyangnum,year
4294967295.0,19.0,4008636142.0,5.0,5.5,86.0,37.53036117553711,121.42164611816406,0.0,0.0,0.0,0.0,6.0,512.0,1360.0,3.0,4096.0,0.0,0.0,512.0,16.0,0.0,0.0,16.0,8.0,2023.0
